BindingDB_ID,chEMBL_ID,Ki_nM,IC50_nM,Kd_nM,EC50_nM,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms,IN_ID,chEMBL_URL
BDBM5832,CHEMBL188381,,2.0,,,GW806742X,Small molecule,C25H22F3N7O4S,573.56,GW806742X,IN1119,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL188381.png?bgColor=white
BDBM5834,CHEMBL189353,,65.0,,,GW809897X,Small molecule,C26H24Cl2N6O3S,571.49,GW809897X,IN1120,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL189353.png?bgColor=white
BDBM5853,CHEMBL192417,,870.0,,,GW632046X,Small molecule,C16H14N2O,250.3,GW632046X,IN1121,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL192417.png?bgColor=white
BDBM5854,CHEMBL194062,,500.0,,,GW572399X,Small molecule,C15H13N3O3S,315.35,GW572399X,IN1122,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL194062.png?bgColor=white
BDBM5857,CHEMBL176553,,170.0,,,GW631581B,Small molecule,C17H16N2O3,296.33,GW631581B,IN1123,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL176553.png?bgColor=white
BDBM5858,CHEMBL443563,,100.0,,,GW627512B,Small molecule,C18H18N2O4,326.35,GW627512B,IN1124,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL443563.png?bgColor=white
BDBM5859,CHEMBL275473,,23.0,,,GW572401X,Small molecule,C20H23N3O4S,401.49,GW572401X,IN1125,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275473.png?bgColor=white
BDBM5861,CHEMBL179453,,360.0,,,GW622055X,Small molecule,C18H17ClN2O4S,392.86,GW622055X,IN1126,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL179453.png?bgColor=white
BDBM5864,CHEMBL179311,,36.0,,,GW580509X,Small molecule,C19H20N2O5S,388.45,GW580509X,IN1127,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL179311.png?bgColor=white
BDBM5865,CHEMBL179465,,93.0,,,GW621970X,Small molecule,C18H17FN2O4S,376.41,GW621970X,IN1128,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL179465.png?bgColor=white
BDBM5872,CHEMBL191705,,91.0,,,GW621431X,Small molecule,C20H20N2O5S,400.46,GW621431X,IN1129,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL191705.png?bgColor=white
BDBM5880,CHEMBL372474,,89.0,,,GW678313X,Small molecule,C24H21FN2O4S,452.51,GW678313X,IN1130,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL372474.png?bgColor=white
BDBM17791,CHEMBL243907,,2.9,,,GW673715X,Small molecule,C24H23N5O4,445.48,GW673715X,IN1131,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL243907.png?bgColor=white
BDBM24498,CHEMBL254760,,10.0,,,MGCD265,Small molecule,C26H20FN5O2S2,517.61,MGCD-265,IN1132,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL254760.png?bgColor=white
BDBM26479,CHEMBL479079,,6.3,,,GW612286X,Small molecule,C21H22N6O3,406.45,GW612286X,IN1133,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL479079.png?bgColor=white
BDBM19,CHEMBL184618,,18.0,,,FRAMYCETIN,Small molecule,C23H46N6O13,614.65,"Neomycin B, Framycetin",IN1134,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL184618.png?bgColor=white
BDBM50269566,CHEMBL458248,,66000.0,,,POLYOZELLIN,Small molecule,C22H14O10,438.34,Polyozellin,IN1135,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL458248.png?bgColor=white
BDBM50389967,CHEMBL1614709,,19.0,,,CENISERTIB,Small molecule,C24H30FN7O,451.55,"R-763, AS-703569",IN1136,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1614709.png?bgColor=white
BDBM50136024,CHEMBL346631,,18.0,,,CEP7055,Small molecule,C32H35N3O4,525.65,CEP-7055,IN1137,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL346631.png?bgColor=white
BDBM50145571,CHEMBL314627,,50000.0,,,A420983,Small molecule,C33H39N9O2,593.74,A-420983,IN1138,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL314627.png?bgColor=white
BDBM50171852,CHEMBL193094,,320.0,,,SU9838,Small molecule,C15H14N2O2,254.29,SU-9838,IN1139,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL193094.png?bgColor=white
BDBM50171854,CHEMBL371418,,10000.0,,,SU6595,Small molecule,C15H12N2O3,268.27,SU-6595,IN1140,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL371418.png?bgColor=white
BDBM50173019,CHEMBL370586,,78.0,,,IM094261,Small molecule,C25H24N4O,396.49,IM-094261,IN1141,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL370586.png?bgColor=white
BDBM50173049,CHEMBL193342,,190.0,,,IM023911,Small molecule,C22H15ClF2N4O2,440.84,IM-023911,IN1142,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL193342.png?bgColor=white
BDBM50179881,CHEMBL380316,,48.0,,,IM094882,Small molecule,C23H15ClN4,382.85,IM-094882,IN1143,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL380316.png?bgColor=white
BDBM50100615,CHEMBL3039525,,40.0,,,GOLVATINIB,Small molecule,C33H37F2N7O4,633.7,"E7050, E-7050, Golvatinib",IN1144,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3039525.png?bgColor=white
BDBM50152828,CHEMBL3545414,,1.0,,,APATINIB,Small molecule,C25H27N5O4S,493.59,YN-968D1,IN1145,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3545414.png?bgColor=white
BDBM50304618,CHEMBL611649,,9600.0,,,SU5205,Small molecule,C15H10FNO,239.25,SU-5205,IN1146,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL611649.png?bgColor=white
BDBM50317646,CHEMBL1098561,,70700.0,,,BOLETOPSIN C,Small molecule,C20H14O9,398.32,Boletopsin C,IN1147,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1098561.png?bgColor=white
BDBM50331023,CHEMBL1278146,,5.0,,,FAMITINIB,Small molecule,C23H27FN4O2,410.49,SHR-1020,IN1148,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1278146.png?bgColor=white
BDBM50331082,CHEMBL1290361,,10.0,,,ASN06356088,Small molecule,C21H23BrN4O,427.35,Asn06356088,IN1149,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1290361.png?bgColor=white
BDBM50331084,CHEMBL1290470,,5.6,,,P7212090085,Small molecule,C19H14F2N2O3S,388.4,P7212090085,IN1150,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1290470.png?bgColor=white
BDBM50331085,CHEMBL1290247,,5.0,,,ASN01107570,Small molecule,C20H16BrN3O3,426.27,Asn01107570,IN1151,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1290247.png?bgColor=white
BDBM50331086,CHEMBL1290246,,5.9,,,BAS09538005,Small molecule,C21H19N5O3S,421.48,BAS09538005,IN1152,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1290246.png?bgColor=white
BDBM50331091,CHEMBL1289925,,0.34,,,AG028262,Small molecule,C21H18N4O2S2,422.54,AG-028262,IN1153,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1289925.png?bgColor=white
BDBM50337804,CHEMBL1558704,,2.0,,,ZM323881,Small molecule,C22H18FN3O2,375.4,ZM-323881,IN1154,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1558704.png?bgColor=white
BDBM50364834,CHEMBL1340723,,50000.0,,,Ro0123743,Small molecule,C17H17ClO3,304.77,Ro-0123743,IN1155,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1340723.png?bgColor=white
BDBM50375659,CHEMBL261508,,700.0,,,SU1498,Small molecule,C25H30N2O2,390.53,SU-1498,IN1156,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL261508.png?bgColor=white
BDBM50376025,CHEMBL409538,,0.2,,,AMG0309,Small molecule,C25H19N3O5,441.44,AMG-0309,IN1157,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL409538.png?bgColor=white
BDBM50376035,CHEMBL411091,,0.5,,,AMG6168,Small molecule,C29H24N2O4,464.52,AMG-6168,IN1158,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL411091.png?bgColor=white
BDBM50388976,CHEMBL2063878,,,16.0,,5-iodo-sunitinib,Small molecule,C22H27IN4O2,506.39,5-iodo-sunitinib,IN1159,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2063878.png?bgColor=white
BDBM50389604,CHEMBL1929485,,620.0,,,"4,5,6,11-Tetrahydropyrazolo[4',3':6,7]Cyclohepta[B]Indole",Small molecule,C14H13N3,223.28,,IN1160,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1929485.png?bgColor=white
BDBM50392662,CHEMBL2153823,,,20.0,,5-methoxy-sunitinib,Small molecule,C23H30N4O3,410.52,5-methoxy-sunitinib,IN1161,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2153823.png?bgColor=white
BDBM50011446,CHEMBL327209,,504000.0,,,NSC22357,Small molecule,C15H10O3,238.24,NSC-22357,IN1162,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL327209.png?bgColor=white
BDBM50045922,CHEMBL99852,,17000.0,,,"(E)-3,3',5'-Trihydroxystilbene",Small molecule,C14H12O3,228.25,"Trans-3,3',5-Trihydroxystilbene",IN1163,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL99852.png?bgColor=white
BDBM50045924,CHEMBL101506,,193000.0,,,PINOSYLVIN,Small molecule,C14H12O2,212.25,Pinosylvin,IN1164,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL101506.png?bgColor=white
BDBM50045930,CHEMBL329520,,1560000.0,,,"3,3',4',5-Tetrahydroxybibenzyl",Small molecule,C14H14O4,246.26,,IN1165,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL329520.png?bgColor=white
BDBM50046757,CHEMBL136344,,2000000.0,,,NSC638080,Small molecule,C10H8N2O4,220.18,NSC-638080,IN1166,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL136344.png?bgColor=white
BDBM16419,CHEMBL1044,,,50000000.0,,PHENYLACETIC ACID,Small molecule,C8H8O2,136.15,"Buphenyl, Phenylacetate",IN1167,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1044.png?bgColor=white
BDBM50080269,CHEMBL37851,,,1000000.0,,Naphthalen-1-ylmethylphosphonic acid,Small molecule,C11H11O3P,222.18,1-Naphthalenemethylphosphonate,IN1168,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL37851.png?bgColor=white
BDBM50080272,CHEMBL1045,,,1700000.0,,PHTHALIC ACID,Small molecule,C8H6O4,166.13,Phthalic acid,IN1169,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1045.png?bgColor=white
BDBM14675,CHEMBL26128,,,300000.0,,PHENYL DIHYDROGEN PHOSPHATE,Small molecule,C6H7O4P,174.09,Phosphoric Acid Monophenyl Ester,IN1170,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL26128.png?bgColor=white
BDBM50080274,CHEMBL299737,,,5900000.0,,BENZYLPHOSPHONIC ACID,Small molecule,C7H9O3P,172.12,"Phenyl-Methanephosphonic Acid Anion, Benzyl-Phosphonic Acid, Benzylphosphonic Acid",IN1171,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL299737.png?bgColor=white
BDBM50080275,CHEMBL77562,,,200000.0,,"1,3,5-Benzenetricarboxylic Acid",Small molecule,C9H6O6,210.14,"Benzene-1,3,5-Tricarboxylic Acid",IN1172,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL77562.png?bgColor=white
BDBM50080276,CHEMBL78987,,,1700000.0,,"N,N-Dipropyl-Phthalamic Acid",Small molecule,C14H19NO3,249.31,"N,N-Dipropyl-Phthalamic Acid",IN1173,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL78987.png?bgColor=white
BDBM50093539,CHEMBL75267,,8.0,,,"7,8-DIHYDROXYFLAVONE",Small molecule,C15H10O4,254.24,"7,8-Dihydroxyflavone, 7,8-Dihydroxy-Flavone",IN1174,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL75267.png?bgColor=white
BDBM50077323,CHEMBL294878,,2.0,,,"4',7-Dihydroxyflavone",Small molecule,C15H10O4,254.24,"7,4'-Dihydroxyflavone",IN1175,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL294878.png?bgColor=white
BDBM50187658,CHEMBL210635,,8.0,,,GENKWANIN,Small molecule,C16H12O5,284.27,"7-O-Methylapigenin, Genkwanin, Gonkwanin",IN1176,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL210635.png?bgColor=white
BDBM50025478,CHEMBL465255,,8.0,,,"7,8,3',4',5'-Pentamethoxyflavone",Small molecule,C20H20O7,372.37,,IN1177,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465255.png?bgColor=white
BDBM50025457,CHEMBL484662,,4.0,,,"5,4'-Dihydroxyflavone",Small molecule,C15H10O4,254.24,,IN1178,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL484662.png?bgColor=white
BDBM50157558,CHEMBL225513,,5.0,,,"7,8,3'-Trihydroxy Flavone",Small molecule,C15H10O5,270.24,"7,8,3'-Trihydroxyflavone",IN1179,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL225513.png?bgColor=white
BDBM50005886,CHEMBL42624,,8.0,,,PHYSCION,Small molecule,C16H12O5,284.27,Physcion,IN1180,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL42624.png?bgColor=white
BDBM76563,CHEMBL484663,,3.0,,,"6,4'-Dihydroxyflavone",Small molecule,C15H10O4,254.24,,IN1181,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL484663.png?bgColor=white
BDBM50025603,CHEMBL489142,,2.0,,,SYRINGETIN,Small molecule,C17H14O8,346.29,Syringetin,IN1182,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL489142.png?bgColor=white
BDBM50025480,CHEMBL485247,,8.0,,,NSC127572,Small molecule,C18H16O6,328.32,NSC-127572,IN1183,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL485247.png?bgColor=white
BDBM50025479,CHEMBL502242,,8.0,,,"3',5-Dihydroxyflavone",Small molecule,C15H10O4,254.24,,IN1184,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL502242.png?bgColor=white
BDBM50259539,CHEMBL468117,,200.0,,,DIHYDROXYMETHYLZEARALENONE,Small molecule,C19H24O7,364.39,L-783279,IN1185,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468117.png?bgColor=white
BDBM50279891,CHEMBL65911,,178000.0,,,"3-(3,4-Dimethoxystyryl)Pyridine",Small molecule,C15H15NO2,241.29,"3-(3,4-Dimethoxystyryl)Pyridine",IN1186,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL65911.png?bgColor=white
BDBM50277545,CHEMBL483158,,320.0,,,ALISERTIB,Small molecule,C27H20ClFN4O4,518.93,"Alisertib, MLN-8237",IN1187,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL483158.png?bgColor=white
BDBM50414249,CHEMBL499757,,118000.0,,,CAFFEOYLTARTARIC ACID,Small molecule,C13H12O9,312.23,Caffeoyltartaric Acid,IN1188,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL499757.png?bgColor=white
BDBM50414250,CHEMBL457077,,23500.0,,,SALVIANOLIC ACID A,Small molecule,C26H22O10,494.45,Salvianolic Acid A,IN1189,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL457077.png?bgColor=white
BDBM24470,CHEMBL496102,,9.0,,,AMG208,Small molecule,C22H17N5O2,383.41,AMG-208,IN1190,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL496102.png?bgColor=white
BDBM163243,CHEMBL2133806,,3.0,,,JNJ38877605,Small molecule,C19H13F2N7,377.36,JNJ-38877605,IN1191,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2133806.png?bgColor=white
BDBM50396934,CHEMBL2001019,,4.0,,,PF04217903,Small molecule,C19H16N8O,372.39,PF-04217903,IN1192,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2001019.png?bgColor=white
BDBM50065457,CHEMBL3402762,,100.0,,,TEPOTINIB,Small molecule,C29H28N6O2,492.58,"EMD-1214063, MSC-2156119, MSC-2156119J, Tepotinib",IN1193,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3402762.png?bgColor=white
BDBM50023342,CHEMBL3334567,,5.0,,,SAVOLITINIB,Small molecule,C17H15N9,345.37,"AZD6094, AZD-6094, Savolitinib, HMPL-504",IN1194,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3334567.png?bgColor=white
BDBM50146167,CHEMBL3188267,,0.13,,,CAPMATINIB,Small molecule,C23H17FN6O,412.43,"Capmatinib, INCB-28060, INC-280, INC280, NYP-INC280-NX, NVP-INC280",IN1195,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3188267.png?bgColor=white
BDBM50146168,CHEMBL2103882,355.0,,,,TIVANTINIB,Small molecule,C23H19N3O2,369.42,"Tivantinib, ARQ-197",IN1196,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2103882.png?bgColor=white
BDBM50339585,CHEMBL53566,,20000.0,,,TYROSOL,Small molecule,C8H10O2,138.17,tyrosol,IN1197,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL53566.png?bgColor=white
BDBM50431470,CHEMBL2348314,,13700.0,,,TYROSOL SINAPATE,Small molecule,C19H20O6,344.36,Tyrosol Sinapate,IN1198,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2348314.png?bgColor=white
BDBM50259746,CHEMBL481245,,12900.0,,,P-Hydroxyphenethyl Trans-Ferulate,Small molecule,C18H18O5,314.34,P-Hydroxyphenethyl Trans-Ferulate,IN1199,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL481245.png?bgColor=white
BDBM50185484,CHEMBL226587,,20000.0,,,TRANS-N-SINAPOYLTYRAMINE,Small molecule,C19H21NO5,343.38,"Trans-N-Sinapoyltyramine, N-Trans-Sinapoyltyramine",IN1200,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL226587.png?bgColor=white
BDBM50190131,CHEMBL443681,,7770.0,,,OBLONGIFOLIN C,Small molecule,C43H58O6,670.93,Oblongifolin C,IN1201,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL443681.png?bgColor=white
BDBM50193395,CHEMBL3545365,,2.7,,,ALTIRATINIB,Small molecule,C26H21F3N4O4,510.47,"DP-5164, DCC-2701, Altiratinib",IN1202,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3545365.png?bgColor=white
BDBM50341636,CHEMBL261641,,14.0,,,SU11274,Small molecule,C28H30ClN5O4S,568.1,SU-11274,IN1203,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL261641.png?bgColor=white
BDBM50397046,CHEMBL2171206,,50000.0,,,EUCALYPTIN A,Small molecule,C28H40O6,472.62,Eucalyptin A,IN1204,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2171206.png?bgColor=white
BDBM50427138,CHEMBL2323775,,582.0,,,MK8033,Small molecule,C25H21N5O3S,471.54,MK-8033,IN1205,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2323775.png?bgColor=white
BDBM50431471,CHEMBL2172394,,5500.0,,,(-)-OLEOCANTHAL,Small molecule,C17H20O5,304.34,(-)-Oleocanthal,IN1206,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2172394.png?bgColor=white
BDBM31545,CHEMBL564829,,53.0,,,MILCICLIB,Small molecule,C25H32N8O,460.59,"Milciclib, PHA-848125",IN1207,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL564829.png?bgColor=white
BDBM136597,CHEMBL3889654,,9.7,,,LAROTRECTINIB,Small molecule,C21H22F2N6O2,428.44,"Larotrectinib, LOXO-101",IN1208,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3889654.png?bgColor=white
BDBM50020712,CHEMBL629,,,,86000.0,AMITRIPTYLINE,Small molecule,C20H23N,277.41,"Elavil, Amitid, Endep, Etrafon-A, Etrafon-Forte, Limbitrol, Amitril, Amitriptyline",IN1209,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL629.png?bgColor=white
BDBM50396070,CHEMBL1397270,,33000.0,,,Ro0282750,Small molecule,C13H10N4O3,270.25,Ro-0282750,IN1210,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1397270.png?bgColor=white
BDBM50365215,CHEMBL1956068,,1800.0,,,GW296115X,Small molecule,C22H15N3O4,385.38,GW296115X,IN1211,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1956068.png?bgColor=white
BDBM37601,CHEMBL374632,,7598.0,,,CID 94381,Small molecule,C20H19N3O2,333.39,CID 94381,IN1212,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL374632.png?bgColor=white
BDBM40315,CHEMBL600336,,6154.0,,,GNFPf3037,Small molecule,C23H16N4O2S2,444.54,GNF-Pf-3037,IN1213,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL600336.png?bgColor=white
BDBM22857,CHEMBL51931,,70000.0,,,"9,10-PHENANTHRENEQUINONE",Small molecule,C14H8O2,208.22,"Phenanthrene-9,10-Dione, 9,10-Phenanthrenequinone",IN1214,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL51931.png?bgColor=white
BDBM41067,CHEMBL1576310,,7782.0,,,BAS03450373,Small molecule,C22H23N5O3,405.46,BAS03450373,IN1215,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1576310.png?bgColor=white
BDBM50015561,CHEMBL550011,,,570.0,,CHLORPYRAMIN HYDROCHLORIDE,Small molecule,C16H21Cl2N3,326.27,Chlorpyramin HCl,IN1216,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL550011.png?bgColor=white
BDBM50246060,CHEMBL472212,,1.5,,,PF431396,Small molecule,C22H21F3N6O3S,506.51,PF-431396,IN1217,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL472212.png?bgColor=white
BDBM50318884,CHEMBL1084546,,1.5,,,PF00562271,Small molecule,C21H20F3N7O3S,507.5,"PF-562271, PF-00562271",IN1218,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1084546.png?bgColor=white
BDBM50318872,CHEMBL1084269,,10000.0,,,PF4618433,Small molecule,C24H27N7O2,445.53,PF-4618433,IN1219,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1084269.png?bgColor=white
BDBM50440659,CHEMBL3040440,,1.5,,,VS4718,Small molecule,C25H26F3N5O3,501.51,VS-4718,IN1220,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3040440.png?bgColor=white
BDBM7364,CHEMBL306498,933.0,,,,ALOISINE,Small molecule,C17H19N3O,281.36,Aloisine,IN1221,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL306498.png?bgColor=white
BDBM92422,CHEMBL407391,10000.0,,,,DIMETHYLADENINE,Small molecule,C7H9N5,163.18,"6-Dimethylaminopurine, Dimethyladenine",IN1222,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL407391.png?bgColor=white
BDBM50383081,CHEMBL505177,10000.0,,,,SCYTONEMIN,Small molecule,C36H22N2O4,546.58,Scytonemin,IN1223,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL505177.png?bgColor=white
BDBM112774,CHEMBL669,,300.0,,,CYCLOBENZAPRINE,Small molecule,C20H21N,275.4,"Flexeril, Cyclobenzaprine",IN1224,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL669.png?bgColor=white
BDBM112777,CHEMBL445,,1500.0,,,NORTRIPTYLINE,Small molecule,C19H21N,263.38,"Pamelor, Nortriptyline, Motipress, Allegron, Aventyl, Motival",IN1225,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL445.png?bgColor=white
BDBM112778,CHEMBL627,,10000.0,,,AMITRIPTYLINOXIDE,Small molecule,C20H23NO,293.41,"Amitriptylinoxide, AMITRYPTYLINE-N-OXIDE",IN1226,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL627.png?bgColor=white
BDBM82437,CHEMBL87708,,20000.0,,,LOFEPRAMINE,Small molecule,C26H27ClN2O,418.97,Lofepramine,IN1227,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL87708.png?bgColor=white
BDBM112783,CHEMBL110094,,20000.0,,,MELITRACEN,Small molecule,C21H25N,291.44,Melitracen,IN1228,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL110094.png?bgColor=white
BDBM50415432,CHEMBL2062155,,1000.0,,,SU5614,Small molecule,C15H13ClN2O,272.74,SU-5614,IN1229,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2062155.png?bgColor=white
BDBM13047,CHEMBL219557,,0.78,,,SKI758,Small molecule,C28H27Cl2N5O3,552.46,SKI-758,IN1230,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL219557.png?bgColor=white
BDBM50187578,CHEMBL378903,2900.0,,,,BAS0338868,Small molecule,C17H15N3OS,309.39,BAS-0338868,IN1231,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL378903.png?bgColor=white
BDBM97971,CHEMBL403989,,10000.0,,,TG100801,Small molecule,C33H30ClN5O3,580.09,TG100-801,IN1232,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL403989.png?bgColor=white
BDBM14689,CHEMBL25826,,9000.0,,,PARATOULENE PHOSPHATE,Small molecule,C30H34N3O7P,579.59,Paratoulene Phosphate,IN1233,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL25826.png?bgColor=white
BDBM24514,CHEMBL24231,,1000000.0,,,p-NITROPHENYLPHOSPHATE,Small molecule,C6H6NO6P,219.09,"P-Nitrophenylphosphate, 4-Nitrophenyl Dihydrogen Phosphate, 4-Nitrophenyl Phosphate",IN1234,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL24231.png?bgColor=white
BDBM50112442,CHEMBL25950,,2100000.0,,,"[(3,4,5-Trimethoxyphenyl)Amino]Carbonylphosphonic Acid",Small molecule,C10H14NO7P,291.2,"[(3,4,5-Trimethoxyphenyl)Amino]Carbonylphosphonic Acid",IN1235,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL25950.png?bgColor=white
BDBM50112446,CHEMBL24447,,5000000.0,,,PHENETHYLCARBAMOYLPHOSPHONIC ACID,Small molecule,C9H12NO4P,229.17,"Phenethylcarbamoylphosphonic Acid, [(2-Phenylethyl)Amino]Carbonylphosphonic Acid",IN1236,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL24447.png?bgColor=white
BDBM50112447,CHEMBL287555,,4000000.0,,,Phosphoric Acid Mono-M-Tolyl Ester,Small molecule,C7H9O4P,188.12,Phosphoric Acid Mono-M-Tolyl Ester,IN1237,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL287555.png?bgColor=white
BDBM50112448,CHEMBL287275,,2000000.0,,,FOSFOSAL,Small molecule,C7H7O6P,218.1,Fosfosal,IN1238,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL287275.png?bgColor=white
BDBM50112449,CHEMBL24101,,4000000.0,,,3-Phosphonooxy-Benzoic Acid Methyl Ester,Small molecule,C8H9O6P,232.13,3-Phosphonooxy-Benzoic Acid Methyl Ester,IN1239,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL24101.png?bgColor=white
