Inhibitor,Ki_nM,IC50_nM,Kd_nM,EC50_nM,POC,Source,IMG_URL,ID_IN
CHEMBL220798,n/a,140,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50193885.png,IN0023907
CHEMBL218597,n/a,140,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50193886.png,IN0023908
7-PHENYLAMINOTHIENO[32-B]PYRIDINE-6-CARBONITRILE 28,n/a,140,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006086.png,IN0023909
CARBAZOLE DERIV. 9Q,n/a,1400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004107.png,IN0023910
CHEMBL137715,n/a,1400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50067665.png,IN0023911
CHEMBL68300,n/a,1400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50103053.png,IN0023912
CHEMBL208868,n/a,1400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50187728.png,IN0023913
CHEMBL417642,n/a,1400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50287069.png,IN0023914
CHEMBL1172709,n/a,1400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50321958.png,IN0023915
CHEMBL444037,n/a,143,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50112411.png,IN0023916
CHEBI:262070,n/a,143,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50115122.png,IN0023917
CHEMBL472036,n/a,143,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50275875.png,IN0023918
CHEMBL224691,n/a,145,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198363.png,IN0023919
AZD0530 ANALOGUE 36,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00012258.png,IN0023920
4-PHENYLAMINO-3-QUINOLINECARBONITRILE DERIV. 2V,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004517.png,IN0023921
CHEMBL352829,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50097976.png,IN0023922
CHEMBL199016,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50174942.png,IN0023923
CHEMBL213988,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50187978.png,IN0023924
CHEMBL227699,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198361.png,IN0023925
CHEMBL389031,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198378.png,IN0023926
CHEMBL230999,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198803.png,IN0023927
CHEMBL230719,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198825.png,IN0023928
CHEMBL486370,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50275756.png,IN0023929
CHEMBL1088121,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50317239.png,IN0023930
7-PHENYLAMINOTHIENO[32-B]PYRIDINE-6-CARBONITRILE 21,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006083.png,IN0023931
4-ANILINO-7-PHENYL-3-QUINOLINECARBONITRILE 15B,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006482.png,IN0023932
3-QUINOLINECARBONITRILE DERIV. 19,n/a,15,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006551.png,IN0023933
CHEMBL526547,n/a,15.4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50271896.png,IN0023934
CHEMBL46851,n/a,150,100,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50101077.png,IN0023935
CHEMBL24453,n/a,150,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50112425.png,IN0023936
CHEMBL57863,n/a,150,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50137613.png,IN0023937
4-ANILINO-7-PHENYL-3-QUINOLINECARBONITRILE 15A,n/a,150,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006481.png,IN0023938
CARBAZOLE DERIV. 9A,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004091.png,IN0023939
CHEMBL414159,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50064843.png,IN0023940
CHEMBL280763,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50112435.png,IN0023941
CHEMBL317693,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50132332.png,IN0023942
CHEMBL106619,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50148009.png,IN0023943
CHEMBL380027,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50187735.png,IN0023944
CHEMBL218042,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50193883.png,IN0023945
CHEMBL218317,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50193904.png,IN0023946
CHEMBL396205,n/a,1500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198800.png,IN0023947
CHEMBL472037,n/a,159,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50275876.png,IN0023948
CHEMBL311228,n/a,1590,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50113707.png,IN0023949
CHEMBL1172960,n/a,1590,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50321985.png,IN0023950
CHEMBL322689,n/a,16,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50132154.png,IN0023951
CHEMBL231235,n/a,16,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198788.png,IN0023952
ANILINOIMIDAZO[45-G]QUINOLINE 11B,n/a,16,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006134.png,IN0023953
ETHENYL-4-PHENYLAMINO-3-QUINOLINECARBONITRILE 6A,n/a,16,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006521.png,IN0023954
3-QUINOLINECARBONITRILE DERIV. 2J,n/a,160,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004505.png,IN0023955
6-ARYLPYRIDO[23-D]PYRIMIDINE DERIV. 18,n/a,1600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00003436.png,IN0023956
CHEMBL405681,n/a,1600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50064832.png,IN0023957
CHEMBL69373,n/a,1600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50103043.png,IN0023958
CHEMBL66171,n/a,1600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50103066.png,IN0023959
CHEMBL321577,n/a,1600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50132321.png,IN0023960
3-QUINOLINECARBOXYLATE DERIV. 13,n/a,1600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006545.png,IN0023961
7-PHENYLAMINOTHIENO[32-B]PYRIDINE-6-CARBONITRILE 9,n/a,17,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006075.png,IN0023962
ETHENYL-4-PHENYLAMINO-3-QUINOLINECARBONITRILE 10B,n/a,17,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006527.png,IN0023963
4-ANILINO-3-CYANOQUINOLINE DERIV. 7G,n/a,170,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006510.png,IN0023964
PYRIDO[23-D]PYRIMIDIN-7-ONE DERIV. 27,n/a,1700,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004066.png,IN0023965
CARBAZOLE DERIV. 9O,n/a,1700,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004105.png,IN0023966
CHEMBL25954,n/a,1700,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50112431.png,IN0023967
CHEMBL482729,n/a,1700,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50271724.png,IN0023968
CHEMBL484311,n/a,172,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50271840.png,IN0023969
CHEMBL1172708,n/a,1760,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50321957.png,IN0023970
INDOLE DERIV. 14,n/a,177,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006205.png,IN0023971
CHEMBL499120,n/a,178,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50271900.png,IN0023972
CHEMBL135282,n/a,18,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50109281.png,IN0023973
CHEMBL214035,n/a,18,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50187979.png,IN0023974
CHEMBL230820,n/a,18,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198815.png,IN0023975
CHEMBL566174,n/a,18,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50301018.png,IN0023976
CHEMBL1088120,n/a,18,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50317237.png,IN0023977
CHEMBL218742,n/a,180,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50193898.png,IN0023978
ANILINOIMIDAZO[45-G]QUINOLINE 14A,n/a,180,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006137.png,IN0023979
4-ANILINO-3-CYANOQUINOLINE DERIV. 7C,n/a,180,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006506.png,IN0023980
3-QUINOLINECARBONITRILE DERIV. 15,n/a,180,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006547.png,IN0023981
CHEMBL273628,n/a,1800,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50060734.png,IN0023982
CHEMBL413670,n/a,1800,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50064847.png,IN0023983
CHEMBL286072,n/a,1800,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50112434.png,IN0023984
CHEMBL218598,n/a,1800,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50193880.png,IN0023985
CHEMBL230899,n/a,1800,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198798.png,IN0023986
CHEMBL1172711,n/a,1820,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50321960.png,IN0023987
CHEMBL499616,n/a,186,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50271899.png,IN0023988
4-PHENYLAMINO-3-QUINOLINECARBONITRILE DERIV. 23,n/a,19,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004518.png,IN0023989
CHEMBL226613,n/a,19,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198365.png,IN0023990
CHEMBL389422,n/a,19,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198377.png,IN0023991
ETHENYL-4-PHENYLAMINO-3-QUINOLINECARBONITRILE 6D,n/a,19,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006524.png,IN0023992
3-QUINOLINECARBONITRILE DERIV. 18,n/a,19,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006550.png,IN0023993
4-PHENYLAMINO-3-QUINOLINECARBONITRILE DERIV. 1F,n/a,190,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004528.png,IN0023994
CHEMBL209045,n/a,1900,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50187732.png,IN0023995
CHEMBL283752,n/a,1900,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50287072.png,IN0023996
CHEMBL419360,n/a,2,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50132348.png,IN0023997
7-THIENYL-3-QUINOLINECARBONITRILE 17,n/a,2,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006115.png,IN0023998
4-ANILINO-78-DIALKOXYBENZO[G]QUINOLINE-3-CARBONITRILE 17K,n/a,2,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006480.png,IN0023999
ETHENYL-4-PHENYLAMINO-3-QUINOLINECARBONITRILE 19B,n/a,2,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006536.png,IN0024000
4-PHENYLAMINO-3-QUINOLINECARBONITRILE DERIV. 31L,n/a,2.1,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004563.png,IN0024001
4-ANILINO-78-DIALKOXYBENZO[G]QUINOLINE-3-CARBONITRILE 16A,n/a,2.1,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006460.png,IN0024002
4-ANILINO-78-DIALKOXYBENZO[G]QUINOLINE-3-CARBONITRILE 16E,n/a,2.1,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006464.png,IN0024003
CHEMBL1087215,n/a,2.2,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50317229.png,IN0024004
CHEMBL1087216,n/a,2.2,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50317230.png,IN0024005
4-PHENYLAMINO 3-QUINOLINECARBONITRILE DERIV. 26,n/a,2.3,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004549.png,IN0024006
4-PHENYLAMINO-3-QUINOLINECARBONITRILE DERIV. 31N,n/a,2.3,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004565.png,IN0024007
7-THIENYL-3-QUINOLINECARBONITRILE 16,n/a,2.3,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006114.png,IN0024008
CHEMBL1087340,n/a,2.4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50317231.png,IN0024009
4-PHENYLAMINO-3-QUINOLINECARBONITRILE DERIV. 28,n/a,2.5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004551.png,IN0024010
CHEMBL1088241,n/a,2.5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50317243.png,IN0024011
7-THIENYL-3-QUINOLINECARBONITRILE 9,n/a,2.5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006108.png,IN0024012
4-ANILINO-78-DIALKOXYBENZO[G]QUINOLINE-3-CARBONITRILE 16F,n/a,2.5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006465.png,IN0024013
CHEMBL1088372,n/a,2.6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50317244.png,IN0024014
4-ANILINO-78-DIALKOXYBENZO[G]QUINOLINE-3-CARBONITRILE 16G,n/a,2.6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006466.png,IN0024015
3-QUINOLINECARBONITRILE ANALOG 5,n/a,2.7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00013045.png,IN0024016
7-THIENYL-3-QUINOLINECARBONITRILE 8,n/a,2.7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006107.png,IN0024017
3-QUINOLINECARBONITRILE 8,n/a,2.8,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006122.png,IN0024018
4-PHENYLAMINO-3-QUINOLINECARBONITRILE DERIV. 1L,n/a,2.9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004534.png,IN0024019
CHEMBL584915,n/a,2.9,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50301009.png,IN0024020
CHEMBL105084,n/a,20,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50132320.png,IN0024021
CHEMBL227753,n/a,20,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198368.png,IN0024022
CHEMBL397691,n/a,20,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198789.png,IN0024023
CHEMBL571546,n/a,20,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50303801.png,IN0024024
CHEMBL472038,n/a,20.7,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50275877.png,IN0024025
3-QUINOLINECARBONITRILE DERIV. 2E,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004502.png,IN0024026
CHEMBL340264,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50092622.png,IN0024027
CHEMBL102801,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50132353.png,IN0024028
CHEMBL300321,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50137577.png,IN0024029
CHEMBL55410,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50137614.png,IN0024030
ANILINOIMIDAZO[45-G]QUINOLINE 20E,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006144.png,IN0024031
4-ANILINOQUINOLINE DERIV. 8,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006511.png,IN0024032
3-QUINOLINECARBONITRILE DERIV. 4B,n/a,200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006540.png,IN0024033
RU83876,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00014697.png,IN0024034
PHENANTHRIDINONE DERIV. 5K,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004089.png,IN0024035
CARBAZOLE DERIV. 9E,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004095.png,IN0024036
CARBAZOLE DERIV. 9V,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004112.png,IN0024037
CHEMBL267152,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50064838.png,IN0024038
CHEMBL124190,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50092620.png,IN0024039
CHEMBL167537,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50097975.png,IN0024040
CHEMBL210539,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50187718.png,IN0024041
CHEMBL13318,n/a,2000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50291638.png,IN0024042
CHEMBL1172959,n/a,2010,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50321973.png,IN0024043
CHEMBL230897,n/a,204,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198829.png,IN0024044
CHEMBL444010,n/a,2040,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50112416.png,IN0024045
CHEMBL230898,n/a,207,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198823.png,IN0024046
CHEMBL394518,n/a,208,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198797.png,IN0024047
CHEMBL1765564,n/a,2080,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50342395.png,IN0024048
CHEMBL484312,n/a,209,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50271841.png,IN0024049
CHEMBL221236,n/a,21,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50193897.png,IN0024050
CHEMBL230614,n/a,21,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198810.png,IN0024051
CHEMBL390479,n/a,21,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50198814.png,IN0024052
CHEMBL239160,n/a,21,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50201228.png,IN0024053
THIENO[32-B]PYRIDINE-6-CARBONITRILE 16,n/a,21,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006442.png,IN0024054
ETHENYL-4-PHENYLAMINO-3-QUINOLINECARBONITRILE 6B,n/a,21,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00006522.png,IN0024055
CHEMBL404595,n/a,2100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50064829.png,IN0024056
CHEMBL417764,n/a,2100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50137598.png,IN0024057
CHEMBL19717,n/a,2100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50287075.png,IN0024058
CHEMBL282328,n/a,2110,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50112415.png,IN0024059
269-TRISUBSTITUTE PURINE 7,n/a,2110,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00081621.png,IN0024060
