chEMBL_ID,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms
CHEMBL218859,GW445012X,Small molecule,C17H18N2O,266.34,GW445012X
CHEMBL263796,GW445014X,Small molecule,C15H12Cl2N2O,307.18,GW445014X
CHEMBL219148,"5-(2,6-Dimethylstyryl)Nicotinonitrile",Small molecule,C16H14N2,234.3,"5-(2,6-Dimethylstyryl)Nicotinonitrile"
CHEMBL1614710,OSI930,Small molecule,C22H16F3N3O2S,443.45,OSI-930
CHEMBL195008,NECROSTATIN,Small molecule,C13H13N3OS,259.33,"Necrostatin-1, Necrostatin"
CHEMBL247228,GW770249X,Small molecule,C20H13F4N5O2,431.35,GW770249X
CHEMBL396107,GW795486X,Small molecule,C21H13F6N5O2,481.36,GW795486X
CHEMBL273564,GW795493X,Small molecule,C20H14F3N5O2,413.36,GW795493X
CHEMBL523200,BI87E7,Small molecule,C13H7N3O5S,317.28,BI-87E7
CHEMBL423192,ANISOMYCIN,Small molecule,C14H19NO4,265.31,"TCMDC-125504, GNF-Pf-4549"
CHEMBL599098,GNFPf3641,Small molecule,C12H8BrN3O4,338.12,GNF-Pf-3641
CHEMBL1445650,DNDI1417411,Small molecule,C17H16N2O3S,328.39,DNDI1417411
CHEMBL535307,TCMDC138263,Small molecule,C29H37N3O3,475.63,TCMDC-138263
CHEMBL70590,BORRELIDIN,Small molecule,C28H43NO6,489.65,Borrelidin
CHEMBL98745,NARCICLASINE,Small molecule,C14H13NO7,307.26,Narciclasine
CHEMBL582983,GNFPf3792,Small molecule,C17H25NO6,339.39,GNF-Pf-3792
CHEMBL1889303,"1,7-O-Diacetylmethylgeopyxin A",Small molecule,C25H34O7,446.54,"1,7-O-Diacetylmethylgeopyxin A"
CHEMBL267228,SB431533,Small molecule,C22H17N3O3,371.4,SB-431533
CHEMBL266707,SKF86055,Small molecule,C16H12FN3S,297.36,SKF-86055
CHEMBL181361,GW693481X,Small molecule,C16H11N5S,305.37,GW693481X
CHEMBL361237,GW785804X,Small molecule,C17H11FN4S,322.37,GW785804X
CHEMBL365663,GW780159X,Small molecule,C17H11ClN4S,338.82,GW780159X
CHEMBL278724,SB202474,Small molecule,C17H17N3O,279.34,SB-202474
CHEMBL208437,GW711782X,Small molecule,C24H20N6O,408.47,GW711782X
CHEMBL381948,GW680975X,Small molecule,C19H13FN4,316.34,GW680975X
CHEMBL401570,SB525334,Small molecule,C21H21N5,343.43,SB-525334
CHEMBL205158,GW695874X,Small molecule,C25H25N5O2,427.51,GW695874X
CHEMBL202891,GW679410X,Small molecule,C20H16N4O,328.38,GW679410X
CHEMBL206544,GW682841X,Small molecule,C22H20N4,340.43,GW682841X
CHEMBL539433,AP24163,Small molecule,C29H25F3N8O,558.57,AP-24163
CHEMBL206046,BAS0338876,Small molecule,C17H14IN3OS,435.29,BAS-0338876
CHEMBL601757,GNFPf2272,Small molecule,C8H9N5O2,207.19,GNF-Pf-2272
CHEMBL857,BIOTIN,Small molecule,C10H16N2O3S,244.32,"Biotin, Biotin 100, Vitamin H, Bioepiderm"
CHEMBL599924,GNFPf159,Small molecule,C16H15N5O2,309.33,GNF-Pf-159
CHEMBL469424,ASTERRIC ACID,Small molecule,C17H16O8,348.31,Asterric Acid
CHEMBL602772,GNFPf1961,Small molecule,C15H10N4O3,294.27,GNF-Pf-1961
CHEMBL1621108,TDR79332,Small molecule,C25H27N3O3S,449.58,TDR79332
CHEMBL1873475,IBRUTINIB,Small molecule,C25H24N6O2,440.51,"CRA-032765, PCI-32765, Ibrutinib, PCI-32765-00, Imbruvica"
CHEMBL67,COMBRETASTATIN A4,Small molecule,C18H20O5,316.35,"NSC-613729, Combrestatin A4"
CHEMBL428647,PACLITAXEL,Small molecule,C47H51NO14,853.92,"Paclitaxel, BMS-181339-01, Taxol, Taxol 100, Taxol, Paxene, Pacitaxel, Abraxane, Paclitaxel"
CHEMBL438610,BAS0321734,Small molecule,C16H14N4OS,310.38,BAS-0321734
CHEMBL376993,BAS09534324,Small molecule,C19H19N3O2S2,385.51,BAS-09534324
CHEMBL207986,BAS0338872,Small molecule,C17H14IN3OS,435.29,BAS-0338872
CHEMBL230686,TG100435,Small molecule,C26H25Cl2N5O,494.43,TG-100435
CHEMBL240158,SKI249380,Small molecule,C22H25ClFN7OS,490.01,SKI-249380
CHEMBL98,VORINOSTAT,Small molecule,C14H20N2O3,264.32,"Vorinostat, Zolinza"
CHEMBL56904,Demethyl-imatinib,Small molecule,C28H29N7O,479.59,Demethyl-imatinib
CHEMBL556874,AP24226,Small molecule,C24H20F3N7O,479.47,AP-24226
CHEMBL598797,CUDC101,Small molecule,C24H26N4O4,434.5,CUDC-101
CHEMBL1084268,AP23451,Small molecule,C20H28N6O5P2,494.43,AP-23451
CHEMBL217092,SARACATINIB,Small molecule,C27H32ClN5O5,542.04,"Saracatinib, AZ-10353926, AZD-0530"
CHEMBL206834,BAFETINIB,Small molecule,C30H31F3N8O,576.63,"NS-187, CNS-9, INNO-406, Bafetinib"
CHEMBL256101,TG100855,Small molecule,C26H25Cl2N5O2,510.43,TG-100855
CHEMBL495727,AT9283,Small molecule,C19H23N7O2,381.44,AT-9283
CHEMBL1822792,MK2461,Small molecule,C24H25N5O5S,495.56,MK-2461
CHEMBL685,MEBENDAZOLE,Small molecule,C16H13N3O3,295.3,"R-17635, Mebendazole, Vermox, Telmin, Emverm, Telmintic, Ovex, Mebenvet, Mebendazole"
CHEMBL402548,DANUSERTIB,Small molecule,C26H30N6O3,474.57,"PHA-739358, Danusertib"
CHEMBL415690,BETADEX,Small molecule,C42H70O35,1134.99,"E459, Betadex"
CHEMBL1738797,ALECTINIB,Small molecule,C30H34N4O2,482.63,"AF-802, Alectinib, CH-5424802"
CHEMBL2376648,X396,Small molecule,C25H25Cl2FN6O3,547.42,X-396
CHEMBL3545308,ROCILETINIB,Small molecule,C27H28F3N7O3,555.56,"Rociletinib, CO-1686, CNX-419, AVL-301"
CHEMBL3286830,LORLATINIB,Small molecule,C21H19FN6O2,406.42,"Lorlatinib, PF-06463922"
CHEMBL405130,WHIP131,Small molecule,C16H15N3O3,297.31,WHI-P131
CHEMBL3545311,BRIGATINIB,Small molecule,C29H39ClN7O2P,584.11,"Brigatinib, AP-26113, Alunbrig"
CHEMBL3622820,ITACITINIB,Small molecule,C26H23F4N9O,553.52,"INCB039110, INCB-039110, INCB-39110, Itacitinib"
CHEMBL2216863,DEZAPELISIB,Small molecule,C20H16FN7OS,421.46,"Dezapelisib, INCB040093"
CHEMBL2105717,CABOZANTINIB,Small molecule,C28H24FN3O5,501.51,"BMS-907351, Cabozantinib, XL-184, Cometriq, Cabometyx"
CHEMBL3545307,MERESTINIB,Small molecule,C30H22F2N6O3,552.54,"LY-2801653, Merestinib"
CHEMBL489326,EXELIXIS,Small molecule,C28H23F2N3O5,519.5,Exelixis
CHEMBL3301622,GILTERITINIB,Small molecule,C29H44N8O3,552.72,"ASP-2215, Gilteritinib"
CHEMBL2103851,AMUVATINIB,Small molecule,C23H21N5O3S,447.52,"Amuvatinib, HPK-56, HPK56, MP-470"
CHEMBL2023349,R428,Small molecule,C30H34N8,506.66,"BGB-324, QC-11751, CS-1046, W-5845, HY-15150, SYN-1131, KB-80319, R-428"
CHEMBL460702,BMS777607,Small molecule,C25H19ClF2N4O4,512.9,BMS-777607
CHEMBL2036808,PYRAZOLOPYRIMIDINE,Small molecule,C22H29FN6,396.51,Pyrazolopyrimidine
CHEMBL383899,ANILINOPYRIMIDINE1,Small molecule,C21H18F3N5O,413.4,Anilinopyrimidine1
CHEMBL3707348,ACALABRUTINIB,Small molecule,C26H23N7O2,465.52,"ACP-196, Acalabrutinib, Calquence"
CHEMBL3786343,OLMUTINIB,Small molecule,C26H26N6O2S,486.6,"HM61713, HM-61713, BI 1482694, Olmutinib"
CHEMBL2179805,PF06465469,Small molecule,C30H33N7O2,523.64,PF-06465469
CHEMBL77030,TYRPHOSTIN 47,Small molecule,C10H8N2O2S,220.25,AG-213
CHEMBL328710,SU4312,Small molecule,C17H16N2O,264.33,SU-4312
CHEMBL3301607,FILGOTINIB,Small molecule,C21H23N5O3S,425.51,"Filgotinib, G-146034, GLPG-0634"
CHEMBL1081509,AB460,Small molecule,C24H23N5O3,429.48,AB-460
CHEMBL1681932,JNJ38158471,Small molecule,C15H17ClN6O3,364.79,JNJ-38158471
CHEMBL1940274,AZD2932,Small molecule,C24H25N5O4,447.5,AZD-2932
CHEMBL3813873,PEXIDARTINIB,Small molecule,C20H15ClF3N5,417.82,"Pexidartinib, PLX3397, CML-261"
CHEMBL258365,PTERIDINONE,Small molecule,C21H17N5O3,387.4,pteridinone
CHEMBL406375,GTP14564,Small molecule,C15H10N2O,234.26,GTP-14564
CHEMBL2180604,TAK593,Small molecule,C23H23N7O3,445.48,TAK-593
CHEMBL476011,NSC65031,Small molecule,C15H11NO2,237.26,NSC-65031
CHEMBL1554,DACTINOMYCIN,Protein,C62H86N12O16,1255.44,"GNF-Pf-1977, GNF-Pf-2290, Actinomycin D, Dactinomycin, Cosmegen Lyovac, Cosmegen, Dactinomycin"
CHEMBL122243,CGP191,Small molecule,C17H13N5,287.33,CGP-191
CHEMBL49120,PD0166285,Small molecule,C26H27Cl2N5O2,512.44,"TCMDC-140940, PD-0166285"
CHEMBL47986,ERBSTATIN,Small molecule,C9H9NO3,179.18,Erbstatin
CHEMBL296407,AG99,Small molecule,C10H8N2O3,204.19,AG-99
CHEMBL258767,AG527,Small molecule,C18H16N2O3,308.34,AG-527
CHEMBL53898,AG555,Small molecule,C19H18N2O3,322.36,AG-555
CHEMBL56731,AG494,Small molecule,C16H12N2O3,280.28,AG-494
CHEMBL261557,Tyrphostin Ag-835,Small molecule,C18H16N2O3,308.34,Tyrphostin Ag-835
CHEMBL56543,AG490,Small molecule,C17H14N2O3,294.31,AG-490
CHEMBL56542,AG528,Small molecule,C18H14N2O3,306.32,AG-528
CHEMBL77456,TYRPHOSTIN 1,Small molecule,C11H8N2O,184.2,"Tyrphostin 1, 2-(4-Methoxybenzylidene)Malononitrile"
CHEMBL305695,2-(4-Hydroxybenzylidene)Malononitrile,Small molecule,C10H6N2O,170.17,2-(4-Hydroxybenzylidene)Malononitrile
CHEMBL78150,TYRPHOSTIN A9,Small molecule,C18H22N2O,282.39,Tyrphostin A9
CHEMBL77387,AG126,Small molecule,C10H5N3O3,215.17,AG-126
CHEMBL76904,TYRPHOSTIN 23,Small molecule,C10H6N2O2,186.17,AG-18
CHEMBL80155,AG34,Small molecule,C11H8N2O3,216.2,AG-34
CHEMBL310798,TYRPHOSTIN 25,Small molecule,C10H6N2O3,202.17,"2-(3,4,5-Trihydroxybenzylidene)Malononitrile, Tyrphostin 25"
CHEMBL73820,AG30,Small molecule,C10H7NO4,205.17,AG-30
CHEMBL66879,COUMARIC ACID,Small molecule,C9H8O3,164.16,P-Coumaric Acid
CHEMBL145,CAFFEIC ACID,Small molecule,C9H8O4,180.16,"trans-Caffeate, Caffeic acid"
CHEMBL602584,GNFPf1474,Small molecule,C16H12F3N3,303.29,GNF-Pf-1474
CHEMBL91867,CL387785,Small molecule,C18H13BrN4O,381.23,CL-387785
CHEMBL281872,ZD4190,Small molecule,C19H16BrFN6O2,459.28,ZD-4190
CHEMBL274654,ORANTINIB,Small molecule,C18H18N2O3,310.35,"TSU-68, SU-6668, Orantinib"
CHEMBL13608,TOCERANIB,Small molecule,C22H25FN4O2,396.47,"PHA-291639, Toceranib"
CHEMBL89363,SU5402,Small molecule,C17H16N2O3,296.33,SU-5402
CHEMBL67535,AG537,Small molecule,C23H20N4O6,448.44,AG-537
CHEMBL68534,AG808,Small molecule,C18H12N2O3,304.31,AG-808
CHEMBL517907,GW680191X,Small molecule,C23H26N4O3S,438.55,GW680191X
CHEMBL574058,PD0180970,Small molecule,C21H15Cl2FN4O,429.28,PD-0180970
CHEMBL587723,AEE788,Small molecule,C27H32N6,440.6,"GNF-Pf-5343, NVP-AEE788, AEE-788"
CHEMBL507329,GW869810X,Small molecule,C30H27ClFN5O4S,608.1,GW869810X
CHEMBL512076,GSK192082A,Small molecule,C28H25ClFN5O3S,566.06,GSK192082A
CHEMBL517123,GSK182497A,Small molecule,C28H25ClFN5O3S,566.06,GSK182497A
CHEMBL466412,GSK238063A,Small molecule,C28H25ClFN5O3S,566.06,GSK238063A
CHEMBL2110732,DACOMITINIB,Small molecule,C24H25ClFN5O2,469.95,"PF-00299804, Dacomitinib"
CHEMBL1289494,TIVOZANIB,Small molecule,C22H19ClN4O5,454.87,"AV-951, KRN-951, Kil8951, ASP-4130, Kil-8951, Tivozanib"
CHEMBL3663929,NAQUOTINIB,Small molecule,C30H42N8O3,562.72,"Naquotinib, ASP8273"
CHEMBL2087361,ICOTINIB,Small molecule,C22H21N3O4,391.43,BPI-2009H
CHEMBL3353410,OSIMERTINIB,Small molecule,C28H33N7O2,499.62,"AZD-9291, Osimertinib, Tagrisso"
CHEMBL319620,LAVENDUSTIN C,Small molecule,C14H13NO5,275.26,Lavendustin C
CHEMBL7939,CGP53353,Small molecule,C20H13F2N3O2,365.34,CGP-53353
CHEMBL268868,DAPH,Small molecule,C20H15N3O2,329.36,"4,5-Dianilinophthalimide"
CHEMBL258940,FALNIDAMOL,Small molecule,C18H19ClFN7,387.85,"Falnidamol, BIBX-1382"
CHEMBL66705,"6,7-Dimethoxy-Quinoline",Small molecule,C11H11NO2,189.21,"6,7-Dimethoxy-Quinoline"
CHEMBL66643,RPR101511,Small molecule,C15H13NO2S,271.34,RPR-101511
CHEMBL67027,RG13022,Small molecule,C16H14N2O2,266.3,RG-13022
CHEMBL53300,Quinazolin-6-Ylamine,Small molecule,C8H7N3,145.16,Quinazolin-6-Ylamine
CHEMBL55729,Quinazolin-7-Ylamine,Small molecule,C8H7N3,145.17,Quinazolin-7-Ylamine
CHEMBL300491,7-Methoxy-Quinazoline,Small molecule,C9H8N2O,160.18,7-Methoxy-Quinazoline
CHEMBL301359,QUINAZOLINE,Small molecule,C8H6N2,130.15,Quinazoline
CHEMBL52472,6-Methoxy-Quinazoline,Small molecule,C9H8N2O,160.18,6-Methoxy-Quinazoline
CHEMBL1091644,LINSITINIB,Small molecule,C26H23N5O,421.5,"OSI-906AA, OSI-906, Linsitinib, ASP-7487"
CHEMBL85021,ST280,Small molecule,C21H23NO2,321.42,ST-280
CHEMBL315546,SU4984,Small molecule,C20H19N3O2,333.39,SU-4984
CHEMBL450484,"2,5-Dihydroxystyrylcarbamic Acid",Small molecule,C9H8O4,180.16,"2,5-Dihydroxystyrylcarbamic Acid"
CHEMBL453504,"N-(2,3,4-Trihydroxystyryl)Formamide",Small molecule,C9H9NO4,195.17,"N-(2,3,4-Trihydroxystyryl)Formamide"
CHEMBL489146,"N-(2,5-Dihydroxystyryl)Acetamide",Small molecule,C10H11NO3,193.2,"N-(2,5-Dihydroxystyryl)Acetamide"
CHEMBL275638,FLAVONE,Small molecule,C15H10O2,222.24,NSC-19028
CHEMBL17329,"Methyl 3-(2,5-Dihydroxyphenyl)Acrylate",Small molecule,C10H10O4,194.19,"Methyl 2,5-Dihydroxycinnamate"
CHEMBL491174,PRUNETIN,Small molecule,C16H12O5,284.27,Prunetin
CHEMBL241609,OROBOL,Small molecule,C15H10O6,286.24,Orobol
CHEMBL485484,"N-(2,4-Dihydroxystyryl)Formamide",Small molecule,C9H9NO3,179.18,"N-(2,4-Dihydroxystyryl)Formamide"
CHEMBL485485,"N-(2,3-Dihydroxystyryl)Formamide",Small molecule,C9H9NO3,179.18,"N-(2,3-Dihydroxystyryl)Formamide"
CHEMBL485483,N-(4-Hydroxystyryl)Formamide,Small molecule,C9H9NO2,163.18,N-(4-Hydroxystyryl)Formamide
CHEMBL441343,PARABEN,Small molecule,C7H6O3,138.12,"Para-hydroxybenzoic acid, paraben, p-Hydroxybenzoic Acid"
CHEMBL486625,GENISTIN,Small molecule,C21H20O10,432.38,Genistin
CHEMBL485283,N-(2-Hydroxystyryl)Formamide,Small molecule,C9H9NO2,163.18,N-(2-Hydroxystyryl)Formamide
CHEMBL503768,N-(3-Hydroxystyryl)Formamide,Small molecule,C9H9NO2,163.18,N-(3-Hydroxystyryl)Formamide
CHEMBL131921,BIOCHANIN,Small molecule,C16H12O5,284.27,NSC-123538
CHEMBL46946,"N-(3,4-Dihydroxystyryl)Formamide",Small molecule,C9H9NO3,179.18,"N-(3,4-Dihydroxystyryl)Formamide"
CHEMBL242741,PSITECTORIGENIN,Small molecule,C16H12O6,300.27,Psi-Tectorigenin
CHEMBL104466,RP127963,Small molecule,C16H21N3O3,303.36,RP-127963
CHEMBL189338,BMS279700,Small molecule,C21H22ClN7,407.91,BMS-279700
CHEMBL490510,MAREIN,Small molecule,C21H22O11,450.4,Marein
CHEMBL242740,TECTORIGENIN,Small molecule,C16H12O6,300.27,Psi-Tectorigenin
CHEMBL205798,GW703087X,Small molecule,C27H20ClFN4O2,486.93,GW703087X
CHEMBL381604,GW799251X,Small molecule,C23H16ClFN6O,446.87,GW799251X
CHEMBL379093,GW651576X,Small molecule,C25H17ClFN3O,429.88,GW651576X
CHEMBL207410,GW772405X,Small molecule,C27H20ClFN4O2,486.93,GW772405X
CHEMBL205966,GW659893X,Small molecule,C25H18ClFN4O,444.9,GW659893X
CHEMBL207247,GW807930X,Small molecule,C28H22ClFN4O2,500.96,GW807930X
CHEMBL205765,GW794726X,Small molecule,C26H19ClFN5O2,487.92,GW794726X
CHEMBL477197,HEMATOXYLIN,Small molecule,C16H14O6,302.28,Hematoxylin
CHEMBL480356,NP506,Small molecule,C25H24N4O4,444.49,NP-506
CHEMBL48802,SULFORAPHANE,Small molecule,C6H11NOS2,177.29,4-(Methylsulfinyl)Butyl Isothiocyanate
CHEMBL485070,ST638,Small molecule,C19H18N2O3S,354.43,ST-638
CHEMBL490780,ST642,Small molecule,C20H21NO3S,355.46,ST-642
CHEMBL522116,ST458,Small molecule,C19H19NO2S2,357.5,ST-458
CHEMBL307481,4-(2-Nitrovinyl)Phenol,Small molecule,C8H7NO3,165.15,4-(2-Nitrovinyl)Phenol
CHEMBL474267,RG50810,Small molecule,C11H5N3O2,211.18,RG-50810
CHEMBL461781,HTS00213,Small molecule,C19H12Cl2F3N5O2S,502.31,HTS-00213
CHEMBL2408045,SAPITINIB,Small molecule,C23H25ClFN5O3,473.94,"AZD-8931, Sapitinib"
CHEMBL2103842,VARLITINIB,Small molecule,C22H19ClN6O2S,466.95,"ASLAN-001, ARRY-334543, ARRY-543, Varlitinib"
CHEMBL188762,PD174265,Small molecule,C17H15BrN4O,371.24,PD-174265
CHEMBL1094369,4-(2-Methoxyethyl)Phenol,Small molecule,C9H12O2,152.19,4-(2-Methoxyethyl)Phenol
CHEMBL39,SEROTONIN,Small molecule,C10H12N2O,176.22,"5-Hydroxytryptamine, 5-HT"
CHEMBL1645462,AC480,Small molecule,C27H27FN8O3,530.56,"AC-480, BMS-599626"
CHEMBL1963502,PKI166,Small molecule,C20H18N4O,330.39,"NVP-PKI166, PKI-166, CGP-75166"
CHEMBL1916947,N-(Phenylsulfonyl)Nicotinamide,Small molecule,C12H10N2O3S,262.29,N-(Phenylsulfonyl)Nicotinamide
CHEMBL1916951,N-Tosylnicotinamide,Small molecule,C13H12N2O3S,276.32,N-Tosylnicotinamide
CHEMBL1916948,N-(4-Fluorophenylsulfonyl)Nicotinamide,Small molecule,C12H9FN2O3S,280.28,N-(4-Fluorophenylsulfonyl)Nicotinamide
CHEMBL1916950,N-(4-Bromophenylsulfonyl)Nicotinamide,Small molecule,C12H9BrN2O3S,341.19,N-(4-Bromophenylsulfonyl)Nicotinamide
CHEMBL1916949,N-(4-Chlorophenylsulfonyl)Nicotinamide,Small molecule,C12H9ClN2O3S,296.74,N-(4-Chlorophenylsulfonyl)Nicotinamide
CHEMBL1952211,Ro4383596,Small molecule,C24H25N5O3,431.5,Ro-4383596
CHEMBL215814,GW576484X,Small molecule,C30H26F4N4O4S,614.62,GW576484X
CHEMBL384407,GW616030X,Small molecule,C31H27ClFN5O4S,620.11,GW616030X
CHEMBL215171,TCMDC138529,Small molecule,C29H25ClFN3O5S,582.05,TCMDC-138529
CHEMBL212250,GW615311X,Small molecule,C34H27ClFN3O5S,644.12,GW615311X
CHEMBL407534,"2,5-Dihydroxymethylcinnamate",Small molecule,C11H12O4,208.21,"2,5-Dihydroxymethylcinnamate"
CHEMBL437612,TX1918,Small molecule,C14H12O3,228.25,TX-1918
CHEMBL258726,TX1123,Small molecule,C20H24O3,312.41,TX-1123
CHEMBL244948,DAPHNETIN,Small molecule,C9H6O4,178.14,TCMDC-125839
CHEMBL92,DOCETAXEL,Small molecule,C43H53NO14,807.89,"Taxotere, RP-56976"
CHEMBL506414,GW684626B,Small molecule,C23H15ClFN3OS2,467.98,GW684626B
CHEMBL475599,GSK300014A,Small molecule,C27H24ClFN4O3S3,603.17,GSK300014A
CHEMBL475767,TCMDC135468,Small molecule,C26H23ClFN5OS,508.02,TCMDC-135468
CHEMBL481331,TCMDC135511,Small molecule,C27H25ClFN5O3S2,586.11,TCMDC-135511
CHEMBL475761,GW784684X,Small molecule,C29H27ClFN5O2S,564.09,GW784684X
CHEMBL474431,TCMDC138726,Small molecule,C27H24ClFN4O3S3,603.17,TCMDC-138726
CHEMBL473437,TCMDC135507,Small molecule,C26H23ClFN5OS,508.02,TCMDC-135507
CHEMBL473438,TCMDC135542,Small molecule,C26H23ClFN5OS,508.02,TCMDC-135542
CHEMBL514938,GSK969786A,Small molecule,C23H15ClFN3O2S,451.91,GSK969786A
CHEMBL551064,AEW541,Small molecule,C26H27N5O,425.54,"AEW-541, NVP-AEW541"
CHEMBL2332119,VEGFRECINE,Small molecule,C13H11N3O4,273.25,Vegfrecine
CHEMBL1923983,BMS066,Small molecule,C19H21N7O2,379.42,BMS-066
CHEMBL258818,LITHOGLYCOCHOLATE,Small molecule,C26H43NO4,433.63,"Glycolithocholate, Glycolithocholic acid"
CHEMBL1478,LITHOCHOLIC ACID,Small molecule,C24H40O3,376.58,"Lithocholate, Litocholic Acid, Lithocholic Acid"
CHEMBL150315,CB676475,Small molecule,C16H13ClFN3O2,333.75,CB-676475
CHEMBL71191,AG1296,Small molecule,C16H14N2O2,266.3,AG-1296
CHEMBL588804,TCMDC123828,Small molecule,C20H16ClN3O2,365.82,TCMDC-123828
CHEMBL430845,"2-Methoxy-[1,4]Benzoquinone",Small molecule,C7H6O3,138.12,"2-Methoxy-[1,4]Benzoquinone"
CHEMBL53463,DOXORUBICIN,Small molecule,C27H29NO11,543.53,"Doxorubicin, Hydroxydaunorubicin, Adriamycin, Doxil, Rubex, Adriblastina"
CHEMBL106772,TCMDC137156,Small molecule,C24H21Cl2N5O2,482.37,"TCMDC-137156, PD-0173952"
CHEMBL139653,PD0183812,Small molecule,C28H35N5O2,473.62,PD-0183812
CHEMBL578006,PD0173958,Small molecule,C22H18Cl2N4O2,441.32,PD-0173958
CHEMBL573820,PD0179483,Small molecule,C26H25Cl2N5O3,526.42,PD-0179483
CHEMBL484,ADEFOVIR,Small molecule,C8H12N5O4P,273.19,"Adefovir, GS-0393"
CHEMBL478611,EPIHEMATOXYLOL,Small molecule,C16H16O7,320.3,Epihematoxylol
CHEMBL477768,HEMATOXYLONE,Small molecule,C16H14O7,318.28,Hematoxylone
CHEMBL477560,HEMATOXYLENE,Small molecule,C16H14O5,286.28,Hematoxylene
CHEMBL2220486,LUCITANIB,Small molecule,C26H25N3O4,443.5,"AL-3810, E-3810, Lucitanib, CO-3810, S-80881"
CHEMBL348107,ACRYLAMIDE,Small molecule,C3H5NO,71.08,Acrylamide
CHEMBL406381,KRN633,Small molecule,C20H21ClN4O4,416.87,KRN-633
CHEMBL499587,GERANIN B,Small molecule,C30H24O11,560.51,Geranin B
CHEMBL3265032,ENTOSPLETINIB,Small molecule,C23H21N7O,411.47,"GS-9973, Entospletinib"
CHEMBL7724,AG1295,Small molecule,C16H14N2,234.3,AG-1295
CHEMBL2105728,CRENOLANIB,Small molecule,C26H29N5O2,443.55,"Crenolanib, ARO-002, CP-868596"
CHEMBL415049,BARASERTIB,Small molecule,C26H31FN7O6P,587.55,"AZD-1152, Barasertib"
CHEMBL1782075,NSCD750901,Small molecule,C23H22N6,382.47,NSCD-750901
CHEMBL55415,SCUTELLAREIN,Small molecule,C15H10O6,286.24,"5,6,7,4'-Tetrahydroxyflavone, 6-Hydroxyapigenin, Scutellarein"
CHEMBL9352,NARINGENIN,Small molecule,C15H12O5,272.26,NSC-11855
CHEMBL309490,GALANGIN,Small molecule,C15H10O5,270.24,NSC-407229
CHEMBL2079588,TELATINIB,Small molecule,C20H16ClN5O3,409.83,"BAY-579352, BAY-57-9352, Telatinib"
CHEMBL1289601,LENVATINIB,Small molecule,C21H19ClN4O4,426.86,"Lenvatinib, ER-203492-00, Lenvima, Kisplyx"
CHEMBL14563,SB242084,Small molecule,C21H19ClN4O2,394.86,SB-242084
CHEMBL67237,BMS243117,Small molecule,C20H21ClN4O2S,416.93,BMS-243117
CHEMBL381203,A641359,Small molecule,C32H36N8O3,580.69,A-641359
CHEMBL16410,PNU99194A,Small molecule,C17H27NO2,277.41,PNU-99194A
CHEMBL59,DOPAMINE,Small molecule,C8H11NO2,153.18,"Intropin, Dopamine, Carbilev, Parcopa, Sinemet"
CHEMBL324842,ROSMARINIC ACID,Small molecule,C18H16O8,360.32,Rosmarinic acid
CHEMBL61236,Quinolin-2-ylamine,Small molecule,C9H8N2,144.18,"Quinolin-2-amine, 2-Aminoquinoline"
CHEMBL513897,GSK994854A,Small molecule,C28H31N7O,481.6,GSK994854A
CHEMBL477069,GSK1173862A,Small molecule,C28H32FN7O2,517.61,GSK1173862A
CHEMBL476259,GSK1326255A,Small molecule,C28H32FN7O2,517.61,GSK1326255A
CHEMBL458865,GSK1220512A,Small molecule,C27H31FN8O2,518.6,GSK1220512A
CHEMBL450071,GSK1392956A,Small molecule,C30H37FN8O4,592.68,GSK1392956A
CHEMBL459729,BMS695735,Small molecule,C26H31ClFN7O,512.03,BMS-695735
CHEMBL575448,BMS754807,Small molecule,C23H24FN9O,461.51,BMS-754807
CHEMBL439259,TCMDC125497,Small molecule,C18H16ClN3O2,341.8,TCMDC-125497
CHEMBL1094165,BMS577098,Small molecule,C28H33ClN6O3,537.06,BMS-577098
CHEMBL548963,TCMDC139820,Small molecule,C18H16ClN3O2,341.8,TCMDC-139820
CHEMBL1667948,OSI971,Small molecule,C35H29FN8O,596.67,OSI-971
CHEMBL313972,MASOPROCOL,Small molecule,C18H22O4,302.37,"INSM-18, MESO-NDGA, Masoprocol, Meso-Nordihydroguaiaretic Acid, CHX-100, Actinex"
CHEMBL458438,GSK1511931A,Small molecule,C29H32N8O,508.63,GSK1511931A
CHEMBL456252,GSK2110236A,Small molecule,C25H28N8O3S,520.62,GSK2110236A
CHEMBL458415,GSK2186269A,Small molecule,C27H29N7O2,483.58,GSK2186269A
CHEMBL463931,GSK2163632A,Small molecule,C27H32N8O3S,548.67,GSK2163632A
CHEMBL564417,BMS554417,Small molecule,C28H30ClN7O2,532.05,BMS-554417
CHEMBL229029,Dideoxy-Epigallocatechin Gallate,Small molecule,C22H18O9,426.38,Dideoxy-Epigallocatechin Gallate
CHEMBL3301606,SOLCITINIB,Small molecule,C22H23N5O2,389.46,"GSK2586184A, G-154578, GSK2586184, GLPG-0778, GLPG-0788, Solcitinib"
CHEMBL3545241,AC430,Small molecule,C19H16FN5O,349.37,AC-430
CHEMBL2103874,OCLACITINIB,Small molecule,C15H23N5O2S,337.45,"PF-03394197, Oclacitinib, JAKI"
CHEMBL3039513,DECERNOTINIB,Small molecule,C18H19F3N6O,392.39,"VRT-831509, Adelatinib, VX-509, Decernotinib"
